"country","tax","religion","free_election","state_aid","civil_rights","women"
"Hungary","4","1","10","5","9","10"
"Hungary","10","5","10","10","10","10"
"Hungary","10","2","10","10","10","10"
"Hungary","10","4","10","10","9","9"
"Hungary","10","1","10","7","10","10"
"Hungary","10","3","10","10","10","10"
"Hungary","7","4","8","8","7","8"
"Hungary","10","10","10","10","10","10"
"Hungary","10","6","8","8","8","7"
"Hungary","10","2","10","7","10","10"
"Hungary","6","4","9","8","9","10"
"Hungary","6","4","9","9","9","10"
"Hungary","8","3","9","7","7","10"
"Hungary","8","8","10","7","10","10"
"Hungary","3","2","10","8","10","10"
"Hungary","6","4","10","10","10","10"
"Hungary","8","6","10","2","9","10"
"Hungary","4","4","10","10","10","10"
"Hungary","4","1","10","10","10","10"
"Hungary","9","8","10","10","10","10"
"Hungary","10","3","10","10","10","10"
"Hungary","5","5","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","4","1","10","1","10","10"
"Hungary","10","1","10","8","10","10"
"Hungary","2","1","10","6","1","10"
"Hungary","5","1","8","6","6","9"
"Hungary","7","6","10","5","5","10"
"Hungary","7","1","10","4","10","7"
"Hungary","7","1","10","6","8","10"
"Hungary","3","6","7","7","8","8"
"Hungary","8","3","8","3","9","9"
"Hungary","9","2","8","7","7","10"
"Hungary","7","1","10","6","5","10"
"Hungary","7","5","10","7","9","10"
"Hungary","6","5","10","7","10","10"
"Hungary","6","3","10","9","10","10"
"Hungary","6","3","10","9","10","10"
"Hungary","6","5","9","7","10","10"
"Hungary","8","2","10","8","10","10"
"Hungary","3","2","10","10","10","10"
"Hungary","4","2","10","9","10","10"
"Hungary","9","5","5","8","6","10"
"Hungary","4","5","7","7","8","10"
"Hungary","10","10","10","10","10","10"
"Hungary","10","5","10","7","10","10"
"Hungary","9","1","6","9","9","10"
"Hungary","10","6","10","8","6","10"
"Hungary","7","5","9","7","10","10"
"Hungary","10","5","10","8","10","10"
"Hungary","10","4","10","7","10","10"
"Hungary","7","5","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","2","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","3","9","10","10","10"
"Hungary","6","5","10","10","10","10"
"Hungary","8","1","10","10","10","10"
"Hungary","10","5","10","10","10","10"
"Hungary","7","1","10","10","10","10"
"Hungary","10","1","10","5","7","8"
"Hungary","7","4","8","6","8","8"
"Hungary","8","4","10","6","5","9"
"Hungary","10","10","10","5","10","10"
"Hungary","10","5","10","7","10","10"
"Hungary","8","4","8","5","10","10"
"Hungary","6","6","10","6","10","10"
"Hungary","7","1","10","7","5","10"
"Hungary","5","5","10","6","10","10"
"Hungary","10","9","10","8","10","10"
"Hungary","5","1","10","10","10","9"
"Hungary","9","3","10","10","10","10"
"Hungary","9","1","10","8","10","10"
"Hungary","7","6","10","7","1","10"
"Hungary","6","2","9","4","10","10"
"Hungary","3","3","10","6","1","10"
"Hungary","4","3","7","8","8","10"
"Hungary","10","7","10","7","10","10"
"Hungary","9","9","10","9","9","10"
"Hungary","1","1","5","1","10","10"
"Hungary","10","1","10","7","10","10"
"Hungary","10","6","10","6","10","10"
"Hungary","9","3","10","6","10","10"
"Hungary","8","6","10","7","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","6","5","10","6","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","9","8","10","8","10","10"
"Hungary","7","6","10","6","10","10"
"Hungary","10","8","10","10","10","10"
"Hungary","4","5","10","7","10","10"
"Hungary","10","1","10","5","10","10"
"Hungary","8","1","10","7","8","9"
"Hungary","10","1","10","10","10","1"
"Hungary","8","5","7","8","10","10"
"Hungary","1","1","10","1","10","10"
"Hungary","1","1","10","1","10","10"
"Hungary","6","4","9","4","10","10"
"Hungary","4","6","10","6","10","9"
"Hungary","1","1","10","5","10","5"
"Hungary","8","1","9","9","8","9"
"Hungary","5","1","10","5","5","10"
"Hungary","7","3","10","8","10","10"
"Hungary","10","1","10","9","10","10"
"Hungary","10","3","10","10","10","10"
"Hungary","10","1","10","7","1","10"
"Hungary","10","1","9","9","9","10"
"Hungary","8","1","8","10","8","10"
"Hungary","3","1","7","7","4","9"
"Hungary","8","5","9","6","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","1","10","8","10","8"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","3","10","6","8","8"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","8","10","8","10"
"Hungary","7","5","10","8","9","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","5","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","4","9","10","10"
"Hungary","4","4","8","7","4","10"
"Hungary","4","8","8","8","6","10"
"Hungary","5","5","5","8","8","10"
"Hungary","3","2","2","9","3","10"
"Hungary","5","5","5","7","5","9"
"Hungary","4","3","5","7","7","10"
"Hungary","8","5","6","7","5","10"
"Hungary","8","3","5","8","3","10"
"Hungary","7","2","7","8","8","10"
"Hungary","8","5","8","9","7","10"
"Hungary","7","4","10","7","9","10"
"Hungary","6","2","5","5","5","10"
"Hungary","10","10","10","9","9","9"
"Hungary","10","1","10","9","7","8"
"Hungary","8","8","8","8","8","10"
"Hungary","7","3","7","9","8","9"
"Hungary","8","3","8","9","9","9"
"Hungary","8","4","8","8","8","9"
"Hungary","6","6","6","6","6","6"
"Hungary","10","10","10","10","7","9"
"Hungary","6","6","9","9","8","10"
"Hungary","7","3","8","8","7","10"
"Hungary","7","3","10","9","10","9"
"Hungary","10","6","10","6","10","10"
"Hungary","8","3","9","7","3","10"
"Hungary","8","5","8","6","6","9"
"Hungary","8","7","8","6","5","8"
"Hungary","7","5","7","6","6","9"
"Hungary","8","3","9","6","3","10"
"Hungary","8","3","9","7","5","9"
"Hungary","8","3","8","7","5","9"
"Hungary","8","2","9","6","3","10"
"Hungary","9","2","8","6","4","10"
"Hungary","9","2","10","8","1","10"
"Hungary","9","3","8","9","7","10"
"Hungary","3","4","5","5","7","6"
"Hungary","3","4","3","4","4","5"
"Hungary","3","4","4","3","5","5"
"Hungary","3","4","5","4","5","5"
"Hungary","4","3","4","3","2","10"
"Hungary","4","6","5","5","5","5"
"Hungary","4","2","7","5","5","6"
"Hungary","4","3","7","5","5","6"
"Hungary","4","3","7","4","5","6"
"Hungary","4","3","6","4","5","6"
"Hungary","4","3","5","4","5","6"
"Hungary","4","3","5","4","4","4"
"Hungary","4","3","5","4","4","4"
"Hungary","4","3","4","3","4","4"
"Hungary","7","1","3","6","6","7"
"Hungary","8","6","7","8","6","9"
"Hungary","7","1","9","9","9","9"
"Hungary","9","1","9","10","9","9"
"Hungary","9","1","8","8","9","9"
"Hungary","9","2","5","8","8","9"
"Hungary","8","1","8","8","7","9"
"Hungary","8","2","7","9","8","10"
"Hungary","7","1","7","7","8","9"
"Hungary","8","1","5","9","2","9"
"Hungary","8","1","7","7","8","10"
"Hungary","7","1","8","9","8","9"
"Hungary","5","1","10","10","10","10"
"Hungary","6","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","7","10","6","10","10"
"Hungary","10","2","10","10","10","10"
"Hungary","10","7","10","6","10","10"
"Hungary","10","1","10","8","10","10"
"Hungary","9","6","10","7","10","10"
"Hungary","10","1","10","7","10","10"
"Hungary","10","1","10","5","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","1","10","8","10","10"
"Hungary","8","5","10","10","10","10"
"Hungary","9","1","10","10","10","10"
"Hungary","8","6","10","9","9","10"
"Hungary","5","4","10","5","6","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","3","9","5","9","9"
"Hungary","9","2","6","4","9","10"
"Hungary","7","5","3","3","5","8"
"Hungary","10","1","10","4","8","10"
"Hungary","10","1","10","8","8","10"
"Hungary","10","1","10","10","10","10"
"Hungary","8","2","10","10","10","10"
"Hungary","8","2","10","9","10","10"
"Hungary","7","1","10","10","10","10"
"Hungary","7","4","10","10","10","10"
"Hungary","9","5","9","4","9","10"
"Hungary","5","1","10","10","5","10"
"Hungary","10","1","10","10","10","10"
"Hungary","10","3","10","8","10","10"
"Hungary","8","1","9","6","9","10"
"Hungary","7","5","5","6","5","5"
"Hungary","6","1","10","6","10","10"
"Hungary","6","2","9","5","8","10"
"Hungary","5","1","9","5","7","10"
"Hungary","8","1","10","8","10","10"
"Hungary","7","2","9","7","9","10"
"Hungary","9","2","10","8","8","9"
"Hungary","9","2","9","7","9","9"
"Hungary","6","2","9","6","8","10"
"Hungary","8","1","9","8","9","10"
"Hungary","6","1","9","7","9","10"
"Hungary","6","1","9","7","9","10"
"Hungary","7","2","9","8","7","9"
"Hungary","10","3","10","5","10","10"
"Hungary","7","1","10","4","8","10"
"Hungary","6","3","9","6","10","8"
"Hungary","9","3","9","8","7","10"
"Hungary","9","5","3","5","5","9"
"Hungary","8","1","10","5","8","9"
"Hungary","10","1","10","7","10","10"
"Hungary","9","1","10","5","10","10"
"Hungary","8","3","10","3","10","10"
"Hungary","7","2","8","7","9","10"
"Hungary","6","1","10","4","8","10"
"Hungary","6","1","9","4","10","10"
"Hungary","7","1","10","5","10","10"
"Hungary","6","1","10","4","10","10"
"Hungary","6","1","9","5","9","10"
"Hungary","6","1","10","5","7","10"
"Hungary","4","1","10","4","9","10"
"Hungary","8","1","10","6","9","10"
"Hungary","7","1","10","7","10","10"
"Hungary","10","3","10","8","9","10"
"Hungary","10","2","10","7","9","10"
"Hungary","8","5","9","9","8","9"
"Hungary","5","4","10","10","9","10"
"Hungary","7","2","10","4","7","8"
"Hungary","7","1","10","5","10","10"
"Hungary","8","3","5","5","5","10"
"Hungary","8","3","10","10","8","10"
"Hungary","8","10","10","8","10","10"
"Hungary","5","9","5","10","10","10"
"Hungary","1","1","10","7","8","10"
"Hungary","9","9","10","8","10","10"
"Hungary","10","1","10","10","10","10"
"Hungary","9","3","9","5","9","10"
"Hungary","8","2","8","4","7","9"
"Hungary","9","3","9","5","9","10"
"Hungary","9","4","9","4","9","10"
"Hungary","9","2","8","4","8","9"
"Hungary","9","1","8","5","7","10"
"Hungary","9","6","4","7","7","10"
"Hungary","9","2","8","3","7","10"
"Hungary","8","3","8","4","8","10"
"Hungary","9","3","9","4","8","10"
"Hungary","8","3","8","4","8","10"
"Hungary","5","5","9","2","9","9"
"Hungary","9","5","9","6","9","10"
"Hungary","9","3","8","8","8","10"
"Hungary","9","2","9","5","8","10"
"Hungary","9","2","9","3","8","9"
"Hungary","9","6","9","7","8","9"
"Hungary","5","1","9","5","5","9"
"Hungary","10","3","9","3","9","10"
"Hungary","8","2","10","9","10","10"
"Hungary","10","10","10","4","10","10"
"Hungary","10","1","7","10","10","10"
"Hungary","10","3","10","1","10","10"
"Hungary","6","2","10","4","6","10"
"Hungary","10","1","10","5","10","10"
"Hungary","6","6","9","6","10","10"
"Hungary","8","4","8","3","9","10"
"Hungary","8","5","8","3","8","10"
"Hungary","9","9","10","9","10","10"
"Hungary","8","4","8","4","8","10"
"Hungary","9","5","9","5","9","10"
"Hungary","10","4","9","9","9","10"
"Hungary","9","4","9","8","8","10"
"Hungary","9","3","9","4","8","10"
"Hungary","9","4","9","4","8","10"
"Hungary","9","3","9","4","7","10"
"Hungary","8","2","8","3","8","10"
"Hungary","8","5","8","9","10","10"
"Hungary","9","1","10","10","10","10"
"Hungary","5","1","10","10","10","10"
"Hungary","6","6","10","10","10","10"
"Hungary","10","6","10","10","10","10"
"Hungary","10","6","10","10","10","10"
"Hungary","10","1","10","10","5","10"
"Hungary","9","1","10","7","8","10"
"Hungary","10","2","6","3","4","10"
"Hungary","7","4","8","5","8","10"
"Hungary","8","7","8","8","5","10"
"Hungary","6","1","10","8","9","10"
"Hungary","7","3","5","7","4","10"
"Hungary","6","1","10","10","7","10"
"Hungary","9","2","10","7","10","10"
"Hungary","8","1","10","7","10","10"
"Hungary","6","1","10","8","9","9"
"Hungary","10","5","10","10","10","10"
"Hungary","8","5","9","7","9","8"
"Hungary","8","6","7","6","5","7"
"Hungary","10","8","9","9","10","10"
"Hungary","8","5","10","8","10","10"
"Hungary","4","8","10","8","10","10"
"Hungary","9","1","5","9","9","10"
"Hungary","5","5","6","6","5","7"
"Hungary","9","5","10","5","8","10"
"Hungary","5","5","7","6","6","10"
"Hungary","9","4","10","10","10","10"
"Hungary","10","1","10","5","10","10"
"Hungary","5","3","10","5","10","10"
"Hungary","8","1","10","10","5","10"
"Japan","9","5","10","10","10","10"
"Japan","5","5","5","6","5","6"
"Japan","6","1","10","6","5","10"
"Japan","7","2","7","8","8","8"
"Japan","5","5","6","5","5","6"
"Japan","6","5","7","7","6","6"
"Japan","8","4","9","9","9","9"
"Japan","4","3","9","9","9","10"
"Japan","5","1","8","7","10","7"
"Japan","2","4","6","6","8","2"
"Japan","6","7","8","6","6","7"
"Japan","10","1","10","10","10","10"
"Japan","6","2","8","8","8","8"
"Japan","10","1","10","10","10","10"
"Japan","9","2","9","9","9","6"
"Japan","10","1","10","10","4","4"
"Japan","10","10","8","1","10","10"
"Japan","6","1","7","5","1","5"
"Japan","4","2","8","8","4","9"
"Japan","4","1","10","7","10","10"
"Japan","2","1","10","10","10","3"
"Japan","8","1","10","4","5","10"
"Japan","3","1","10","3","10","10"
"Japan","3","1","10","3","10","10"
"Japan","3","1","10","7","10","10"
"Japan","5","4","6","1","10","10"
"Japan","6","6","3","10","8","5"
"Japan","3","1","9","3","6","7"
"Japan","8","2","10","7","8","10"
"Japan","2","1","10","9","10","10"
"Japan","5","5","10","10","10","10"
"Japan","1","1","10","1","10","10"
"Japan","9","1","10","10","10","10"
"Japan","7","1","10","8","10","10"
"Japan","8","2","9","6","8","4"
"Japan","10","1","10","10","10","10"
"Japan","2","1","10","2","10","9"
"Japan","1","1","8","1","10","10"
"Japan","1","1","10","3","7","10"
"Japan","9","3","7","8","7","9"
"Japan","10","8","1","5","3","5"
"Japan","10","1","10","10","10","8"
"Japan","8","1","7","8","9","7"
"Japan","5","4","8","6","8","10"
"Japan","4","6","9","4","8","7"
"Japan","7","2","10","2","3","10"
"Japan","10","1","10","10","10","1"
"Japan","5","3","8","8","7","8"
"Japan","10","1","10","10","10","1"
"Japan","8","9","10","9","4","1"
"Japan","5","1","6","5","6","6"
"Japan","8","6","10","5","10","10"
"Japan","3","1","8","3","8","9"
"Japan","6","5","6","6","5","8"
"Japan","10","1","10","10","10","10"
"Japan","10","1","10","10","1","6"
"Japan","7","1","10","10","10","10"
"Japan","8","9","9","9","1","9"
"Japan","8","2","8","7","10","8"
"Japan","10","1","7","5","1","10"
"Japan","5","1","8","8","7","9"
"Japan","10","1","5","10","10","10"
"Japan","3","1","8","3","8","7"
"Japan","10","7","9","10","9","10"
"Japan","5","2","6","5","3","10"
"Japan","8","2","9","7","9","6"
"Japan","9","1","10","9","10","9"
"Japan","8","1","10","9","10","10"
"Japan","8","1","5","9","10","9"
"Japan","6","5","7","6","5","7"
"Japan","5","2","10","8","7","10"
"Japan","5","1","10","6","1","10"
"Japan","10","1","10","5","10","10"
"Japan","4","1","10","3","6","6"
"Japan","1","1","10","4","10","10"
"Japan","3","1","10","3","10","9"
"Japan","8","4","8","7","8","8"
"Japan","9","10","10","10","10","10"
"Japan","1","1","1","1","1","1"
"Japan","7","1","6","6","7","7"
"Japan","10","8","10","10","9","10"
"Japan","6","5","6","6","6","7"
"Japan","5","6","6","6","6","6"
"Japan","5","1","5","5","3","2"
"Japan","7","1","10","6","9","4"
"Japan","8","3","8","6","8","8"
"Japan","4","1","10","8","8","10"
"Japan","7","1","10","6","7","10"
"Japan","5","5","5","5","5","6"
"Japan","10","1","9","9","9","9"
"Japan","6","7","9","6","9","9"
"Japan","4","3","3","4","7","7"
"Japan","9","1","10","7","9","3"
"Japan","4","1","2","8","2","10"
"Japan","6","1","6","1","6","6"
"Japan","7","5","8","7","7","8"
"Japan","8","6","10","10","10","10"
"Japan","9","3","6","7","7","8"
"Japan","10","1","8","6","10","10"
"Japan","8","1","7","8","7","10"
"Japan","4","2","9","6","6","9"
"Japan","10","3","10","10","8","10"
"Japan","8","1","10","6","10","10"
"Japan","10","4","9","9","9","7"
"Japan","6","1","8","3","6","5"
"Japan","4","1","6","6","6","6"
"Japan","6","1","5","2","8","8"
"Japan","7","4","8","6","2","7"
"Japan","4","1","10","7","8","10"
"Japan","5","6","10","10","8","10"
"Japan","6","2","4","6","6","9"
"Japan","8","1","10","8","10","8"
"Japan","6","6","5","4","6","6"
"Japan","6","1","7","6","10","10"
"Japan","9","5","9","6","6","6"
"Japan","9","1","10","9","8","8"
"Japan","7","1","10","10","5","6"
"Japan","8","1","10","8","1","9"
"Japan","7","2","9","5","9","10"
"Japan","6","5","7","7","6","8"
"Japan","7","3","7","7","6","8"
"Japan","6","3","10","6","10","10"
"Japan","7","1","5","6","6","6"
"Japan","10","1","10","10","10","10"
"Japan","7","4","10","8","5","10"
"Japan","7","10","7","7","8","9"
"Japan","3","3","6","5","5","5"
"Japan","6","1","6","6","6","5"
"Japan","9","3","8","7","8","8"
"Japan","4","3","7","6","10","10"
"Japan","8","1","8","1","8","8"
"Japan","7","10","2","10","9","7"
"Japan","10","2","6","5","8","10"
"Japan","8","5","10","8","6","5"
"Japan","2","2","8","7","7","9"
"Japan","8","2","10","5","8","6"
"Japan","7","1","10","8","10","8"
"Japan","10","6","10","10","10","10"
"Japan","3","3","8","3","6","6"
"Japan","6","1","10","6","10","10"
"Japan","5","3","6","6","6","8"
"Japan","1","1","8","7","10","7"
"Japan","10","1","10","10","10","10"
"Japan","4","1","3","8","8","8"
"Japan","10","3","10","10","10","6"
"Japan","7","7","7","7","7","8"
"Japan","6","1","10","10","10","10"
"Japan","7","10","8","4","7","8"
"Japan","6","3","6","6","6","9"
"Japan","6","2","8","5","6","5"
"Japan","8","4","10","10","3","9"
"Japan","9","1","7","10","8","10"
"Japan","7","3","7","7","8","6"
"Japan","5","2","8","8","8","8"
"Japan","7","4","8","7","6","7"
"Japan","5","1","8","5","7","4"
"Japan","5","3","7","6","6","5"
"Japan","9","8","10","6","9","10"
"Japan","7","2","8","6","8","2"
"Japan","9","1","9","6","1","9"
"Japan","10","10","10","4","10","6"
"Japan","4","7","9","10","4","2"
"Japan","3","2","6","3","2","6"
"Japan","6","5","8","6","8","9"
"Japan","5","1","10","3","5","10"
"Japan","8","8","10","10","8","10"
"Japan","6","3","7","6","7","10"
"Japan","10","1","10","10","10","10"
"Japan","7","1","10","8","10","10"
"Japan","3","8","3","3","4","5"
"Japan","7","4","6","5","6","6"
"Japan","2","5","7","10","9","10"
"Japan","5","6","7","6","7","9"
"Japan","5","1","6","4","9","2"
"Japan","8","1","10","8","10","10"
"Japan","6","2","6","4","7","10"
"Japan","2","1","6","2","1","6"
"Japan","10","1","10","10","10","10"
"Japan","6","1","5","8","6","1"
"Japan","5","1","1","5","5","5"
"Japan","4","1","9","7","6","7"
"Japan","8","3","8","8","7","8"
"Japan","6","3","4","8","6","8"
"Japan","8","2","10","7","8","10"
"Japan","7","1","9","6","9","9"
"Japan","4","2","5","6","5","9"
"Japan","1","1","10","9","10","10"
"Japan","1","1","10","10","1","10"
"Japan","3","2","8","8","9","10"
"Japan","7","5","7","9","6","10"
"Japan","10","1","10","10","10","10"
"Japan","8","1","6","9","1","10"
"Japan","6","4","8","7","5","10"
"Japan","10","5","10","8","8","10"
"Japan","4","1","10","2","1","9"
"Japan","7","5","10","5","10","10"
"Japan","9","3","9","6","9","9"
"Japan","10","5","6","6","9","5"
"Japan","6","4","8","7","4","8"
"Japan","7","2","10","2","10","10"
"Japan","9","2","8","7","4","7"
"Japan","10","8","10","10","10","10"
"Japan","5","5","7","5","8","7"
"Japan","8","4","8","6","9","9"
"Japan","6","2","6","9","6","8"
"Japan","6","1","4","10","10","6"
"Japan","5","1","9","7","9","8"
"Japan","8","1","10","1","10","10"
"Japan","3","5","4","2","4","6"
"Japan","6","4","8","7","10","10"
"Japan","9","1","6","8","9","9"
"Japan","3","1","10","10","10","3"
"Japan","5","3","5","6","5","6"
"Japan","6","1","10","9","10","10"
"Japan","8","1","10","6","10","5"
"Japan","8","1","6","6","4","6"
"Japan","3","2","2","2","2","7"
"Japan","6","1","6","5","6","10"
"Japan","5","2","7","6","8","8"
"Japan","7","1","10","3","10","10"
"Japan","6","1","10","8","1","10"
"Japan","7","3","7","9","6","9"
"Japan","3","1","8","3","3","1"
"Japan","5","5","10","7","10","9"
"Japan","6","6","6","6","6","6"
"Japan","6","1","6","6","6","7"
"Japan","6","4","8","7","5","8"
"Japan","6","6","7","7","9","9"
"Japan","8","2","9","9","9","9"
"Japan","6","1","10","6","6","10"
"Japan","6","5","7","4","6","6"
"Japan","10","1","10","1","10","10"
"Japan","6","1","10","6","6","6"
"Japan","6","1","10","1","10","10"
"Japan","6","1","7","6","6","10"
"Japan","7","7","7","8","10","10"
"Japan","6","5","10","6","4","10"
"Japan","6","1","10","10","10","10"
"Japan","7","2","3","8","4","4"
"Japan","7","3","8","10","6","7"
"Japan","3","1","7","7","7","7"
"Japan","4","1","8","6","6","6"
"Japan","10","1","7","9","10","10"
"Japan","6","4","6","6","5","6"
"Japan","7","1","6","6","6","4"
"Japan","6","3","6","6","7","8"
"Japan","6","3","6","6","7","8"
"Japan","8","5","7","6","8","4"
"Japan","8","4","7","7","6","10"
"Japan","9","2","10","4","10","10"
"Japan","6","1","10","5","10","10"
"Japan","6","6","6","6","6","10"
"Japan","5","1","1","2","9","9"
"Japan","4","1","7","5","6","9"
"Japan","8","8","9","8","8","9"
"Japan","5","1","8","10","10","10"
"Japan","4","3","6","5","7","7"
"Japan","3","1","10","8","10","8"
"Japan","6","3","9","8","9","9"
"Japan","9","1","9","7","7","9"
"Japan","5","2","7","6","6","10"
"Japan","4","4","6","4","3","6"
"Japan","8","8","9","7","4","8"
"Japan","7","1","9","9","10","10"
"Japan","6","5","6","6","6","6"
"Japan","10","1","10","10","10","10"
"Japan","8","1","9","4","7","10"
"Japan","6","1","10","6","10","9"
"Japan","10","6","10","10","6","10"
"Japan","6","5","7","6","6","9"
"Japan","6","6","7","7","5","8"
"Japan","8","3","8","7","7","10"
"Japan","7","3","10","7","5","10"
"Japan","9","1","10","9","10","10"
"Japan","8","1","10","8","10","10"
"Japan","10","1","9","10","10","10"
"Japan","6","9","9","6","8","7"
"Japan","8","8","10","10","9","10"
"Japan","9","7","9","6","8","7"
"Japan","7","1","10","7","10","10"
"Japan","8","5","10","10","8","10"
"Japan","6","6","6","6","6","6"
"Japan","7","3","10","9","9","10"
"Japan","5","8","6","6","6","6"
"Japan","6","5","8","8","7","6"
"Japan","7","3","7","9","5","8"
"Japan","8","3","9","6","6","9"
"Japan","10","1","10","6","9","10"
"Japan","6","1","10","3","9","10"
"Japan","8","1","10","10","5","7"
"Japan","10","1","8","10","10","10"
"Japan","3","5","6","7","8","9"
"Japan","10","1","10","10","10","10"
"Japan","6","4","6","6","5","6"
"Japan","8","6","6","6","7","8"
"Japan","6","1","7","6","4","7"
"Japan","10","8","10","10","10","10"
"Japan","8","1","9","8","9","9"
"Japan","8","1","10","7","10","9"
"Japan","8","1","10","7","7","3"
"Japan","6","3","8","6","8","7"
"Japan","5","6","10","10","10","6"
"Japan","8","1","8","10","3","8"
"Japan","5","9","9","5","7","8"
"Japan","10","10","10","10","10","10"
"Japan","8","1","1","10","10","8"
"Japan","8","1","9","3","10","10"
"Japan","10","1","10","10","10","10"
"Japan","8","1","7","10","10","10"
"Japan","7","8","10","8","10","10"
"Japan","8","9","10","10","9","10"
"Japan","9","1","9","5","10","10"
"Japan","9","1","9","9","10","8"
"Japan","8","5","9","9","10","10"
"Japan","5","1","8","6","10","7"
"Japan","6","5","7","5","6","9"
"Japan","5","4","8","4","8","8"
"Japan","7","6","6","6","6","6"
"Japan","6","4","5","7","6","8"
"Japan","8","1","8","8","8","8"
"Japan","7","1","8","3","10","10"
"Japan","6","4","6","6","6","8"
"Japan","6","6","6","6","6","6"
"Japan","6","1","5","7","7","10"
"Japan","9","2","10","10","7","6"
"Japan","10","1","10","10","1","10"
"Japan","7","4","7","7","7","8"
"Japan","9","5","9","9","5","8"
"Japan","7","4","6","6","6","7"
"Japan","8","1","9","9","8","10"
"Japan","4","1","8","8","5","8"
"Japan","2","1","10","1","10","10"
"Japan","7","3","5","7","6","8"
"Japan","8","5","10","8","7","5"
"Japan","9","4","6","7","7","8"
"Japan","5","3","8","7","8","9"
"Japan","8","2","7","7","6","9"
"Japan","6","2","8","6","8","8"
"Japan","6","4","6","8","6","8"
"Japan","6","1","10","10","10","10"
"Japan","7","2","8","7","6","7"
"Japan","6","7","8","8","6","10"
"Japan","7","1","10","7","2","10"
"Japan","5","2","3","5","6","5"
"Japan","6","3","6","6","7","9"
"Japan","8","4","9","5","7","9"
"Japan","2","2","9","6","6","8"
"Japan","7","6","8","8","8","6"
"Japan","9","2","10","9","10","9"
"Japan","5","5","5","5","5","5"
"Japan","10","5","10","10","1","10"
"Japan","6","1","10","8","10","10"
"Japan","6","3","6","6","7","7"
"Japan","5","2","6","5","6","8"
"Japan","10","1","10","10","10","10"
"Japan","8","3","7","5","8","7"
"Japan","6","4","7","8","7","7"
"Japan","6","6","6","7","5","8"
"Japan","8","1","7","7","7","7"
"Japan","6","4","8","4","5","7"
"Japan","6","5","10","10","7","10"
"Japan","5","1","5","5","5","10"
"Japan","6","2","9","6","4","9"
"Japan","6","3","7","8","6","6"
"Japan","4","2","9","7","8","9"
"Japan","8","1","10","10","10","10"
"Japan","6","1","10","6","10","10"
"Japan","5","6","8","8","8","6"
"Japan","4","10","6","7","10","9"
"Japan","6","5","7","7","4","7"
"Japan","10","3","9","9","2","7"
"Japan","9","2","10","2","9","10"
"Japan","4","1","9","6","8","10"
"Japan","7","4","9","7","9","10"
"Japan","7","9","6","6","8","5"
"Japan","7","1","8","6","8","10"
"Japan","10","2","10","8","10","10"
"Japan","6","1","9","6","9","10"
"Japan","7","2","10","7","9","10"
"Japan","6","2","9","6","2","5"
"Japan","8","8","10","8","8","10"
"Japan","7","2","7","8","5","8"
"Japan","7","4","7","6","7","6"
"Japan","9","1","10","10","10","10"
"Japan","10","3","10","10","10","10"
"Japan","7","3","6","5","3","9"
"Japan","10","1","10","6","10","10"
"Japan","8","1","8","8","9","10"
"Japan","8","5","8","6","8","10"
"Japan","6","5","7","6","7","6"
"Japan","6","1","10","6","8","10"
"Japan","10","1","10","10","10","10"
"Japan","8","1","8","8","8","8"
"Japan","6","1","10","8","10","8"
"Japan","6","3","8","7","8","6"
"Japan","7","1","10","7","10","10"
"Japan","10","3","10","10","10","8"
"Japan","5","1","10","10","7","10"
"Japan","8","3","10","8","9","10"
"Japan","5","1","9","6","1","10"
"Japan","8","8","7","7","5","8"
"Japan","7","1","8","4","8","10"
"Japan","8","1","8","8","10","10"
"Japan","5","1","2","8","3","7"
"Japan","4","9","3","10","10","10"
"Japan","8","1","7","5","10","10"
"Japan","5","1","10","9","9","10"
"Japan","4","1","10","6","5","10"
"Japan","10","1","10","10","7","8"
"Japan","5","1","10","8","10","6"
"Japan","6","1","10","6","10","6"
"Japan","6","1","9","8","8","10"
"Japan","7","2","3","4","9","9"
"Japan","6","2","9","6","8","10"
"Japan","5","4","6","5","2","7"
"Japan","6","7","9","7","6","9"
"Japan","6","1","3","7","6","10"
"Japan","4","4","7","5","7","6"
"Japan","8","1","10","10","8","10"
"Japan","5","4","6","6","6","6"
"Japan","10","1","1","10","10","10"
"Japan","6","3","7","6","6","6"
